nom_naissance,nom_dit,nom_search
BERTRAND Huguette Aimée,,BERTRAND HUGUETTE AIMEE
BERTRAND James,BERTRAND James,BERTRAND JAMES
BERTRAND Jean-Baptiste,,BERTRAND JEAN BAPTISTE
BERTRAND Jean-Pierre,,BERTRAND JEAN PIERRE
BERTRAND Joannes,,BERTRAND JOANNES
BERTRAND L,,BERTRAND L
BERTRAND Louis,,BERTRAND LOUIS
BERTRAND Michel,,BERTRAND MICHEL
BERTRAND N,,BERTRAND N
Bertrand Nicolas,,BERTRAND NICOLAS
BERTRAND Noël François,,BERTRAND NOEL FRANCOIS
BERTRAND Ode,,BERTRAND ODE
BERTRAND P,,BERTRAND P
BERTRAND Paul,,BERTRAND PAUL
BERTRAND Paulin André,,BERTRAND PAULIN ANDRE
BERTRAND Philippe,,BERTRAND PHILIPPE
BERTRAND Pierre,,BERTRAND PIERRE
BERTRAND René,,BERTRAND RENE
BERTRAND Robert,,BERTRAND ROBERT
BERTRAND Solange,,BERTRAND SOLANGE
BERTRAND Vincent,,BERTRAND VINCENT
BERTRAND Vve,,BERTRAND VVE
BERTRANT,,BERTRANT
BERTREUX Edmond,,BERTREUX EDMOND
BERTREUX Jean,,BERTREUX JEAN
BERTUCCI Jacopo,,BERTUCCI JACOPO
BERTUZZI Nicola,,BERTUZZI NICOLA
BERTY Adolphe,,BERTY ADOLPHE
BERU Octave,,BERU OCTAVE
BERUETE Aureliano de,,BERUETE AURELIANO DE
BERUETE Y MORET Aureliano de,,BERUETE Y MORET AURELIANO DE
BERVIC,BERVIC,BERVIC
BERVIC Clément,,BERVIC CLEMENT
BES A,,BES A
BES A ET DUBREUIL F,,BES A ET DUBREUIL F
BÈS Antoine,,BES ANTOINE
Bès et Dubreuil,,BES ET DUBREUIL
BES Honoré Pierre,,BES HONORE PIERRE
BES Mlle,,BES MLLE
Besancenot,,BESANCENOT
BESANCON,,BESANCON
BESANCON Antoine,,BESANCON ANTOINE
BESCHER Ed,,BESCHER ED
BESCHEY Balthazar,,BESCHEY BALTHAZAR
BESCHEY Jan Frans,,BESCHEY JAN FRANS
BESCHEY Jean-François,,BESCHEY JEAN FRANCOIS
BESLON Re,,BESLON RE
Besnard,,BESNARD
BESNARD Albert,,BESNARD ALBERT
BESNARD Charlotte Gabrielle,,BESNARD CHARLOTTE GABRIELLE
Besnard J,,BESNARD J
BESNARD Jean-Baptiste,,BESNARD JEAN BAPTISTE
BESNARD Paul Albert,,BESNARD PAUL ALBERT
BESNARD Philippe,,BESNARD PHILIPPE
BESNARD Robert,,BESNARD ROBERT
BESNIER Fernand Auguste,,BESNIER FERNAND AUGUSTE
BESNOU D,,BESNOU D
BESNUS Amédée,,BESNUS AMEDEE
BESNUS Michel Amédée,,BESNUS MICHEL AMEDEE
BESQUEUT André,,BESQUEUT ANDRE
BESS A.,,BESS A
BESS Ruth,,BESS RUTH
BESSE Albert Georges,,BESSE ALBERT GEORGES
Besse F.,,BESSE F
BESSE Georges,,BESSE GEORGES
BESSE Marguerite,,BESSE MARGUERITE
Besse Raymond,,BESSE RAYMOND
BESSEDE Raoul Henri,,BESSEDE RAOUL HENRI
Besseiche C Fils aîné,,BESSEICHE C FILS AINE
BESSEL Herbert,,BESSEL HERBERT
BESSELIEVRE Fils,,BESSELIEVRE FILS
BESSER Chris,,BESSER CHRIS
BESSET,,BESSET
BESSET Cyrille,,BESSET CYRILLE
BESSET Henry,,BESSET HENRY
BESSIERE-DUPUIS Jeanne,,BESSIERE DUPUIS JEANNE
BESSIERES Jean,,BESSIERES JEAN
BESSIN Aimé,,BESSIN AIME
Besson,,BESSON
BESSON A.,,BESSON A
Besson Cécile,,BESSON CECILE
BESSON Eugène,,BESSON EUGENE
Besson F.,,BESSON F
BESSON FAUSTIN,,BESSON FAUSTIN
BESSON François,,BESSON FRANCOIS
Besson Gustave Auguste,,BESSON GUSTAVE AUGUSTE
BESSON H,,BESSON H
BESSON Hyacinthe,,BESSON HYACINTHE
BESSON Jacky,,BESSON JACKY
BESSON Jacques,,BESSON JACQUES
BESSON Jean-Séraphin,,BESSON JEAN SERAPHIN
BESSON Jules,,BESSON JULES
BESSON Julie,,BESSON JULIE
BESSON M,,BESSON M
Besson Marthe,,BESSON MARTHE
BESSON Pierre,,BESSON PIERRE
BESSON Re,BESSON Re,BESSON RE
BESSON Sophie,,BESSON SOPHIE
BESSON Yvonne,,BESSON YVONNE
BESSOT & GUDRIE,,BESSOT ET GUDRIE
BESSOU Claude,,BESSOU CLAUDE
BEST Adolphe,,BEST ADOLPHE
BEST H et Cie,,BEST H ET CIE
BEST H R,,BEST H R
BEST Jean,,BEST JEAN
Bestault,,BESTAULT
BESTAULT J Aîné,,BESTAULT J AINE
BESTIEU Jean-Jacques,,BESTIEU JEAN JACQUES
BESULLIERS,,BESULLIERS
BETBEDER,,BETBEDER
BETBEDER Faustin,,BETBEDER FAUSTIN
BETBEDER Pierre Alexis Marcellin,,BETBEDER PIERRE ALEXIS MARCELLIN
Bété,,BETE
BETHMONT Charles Henri,,BETHMONT CHARLES HENRI
BETHMONT Eugénie,,BETHMONT EUGENIE
BETHUNE Gaston,,BETHUNE GASTON
BETOU Alexandre,,BETOU ALEXANDRE
BETREMIEUX Charles,,BETREMIEUX CHARLES
Betsimisarakas,,BETSIMISARAKAS
BETTANIER Edouard,,BETTANIER EDOUARD
BETTANIER J,,BETTANIER J
BETTANIER Joseph,,BETTANIER JOSEPH
BETTANNIER Albert,,BETTANNIER ALBERT
BETTENCOURT Pierre,,BETTENCOURT PIERRE
BETTI Luigi,,BETTI LUIGI
BETTINI Giovanni BATTISTA,,BETTINI GIOVANNI BATTISTA
BETTONE,,BETTONE
BETTONI Niccolo,,BETTONI NICCOLO
Betts John Edward,,BETTS JOHN EDWARD
Betz-Charpentier Elisa,,BETZ CHARPENTIER ELISA
BEUCHERIE Paul,,BEUCHERIE PAUL
BEUCHET & VANDEN BRUGGE,,BEUCHET ET VANDEN BRUGGE
BEUCHOT Jean-Baptiste,,BEUCHOT JEAN BAPTISTE
BEUCHOT Joseph,,BEUCHOT JOSEPH
BEUCKELAER Joachim,,BEUCKELAER JOACHIM
BEUCLER Fils,,BEUCLER FILS
BEUGNIOT Daniel,,BEUGNIOT DANIEL
BEUGNON H,,BEUGNON H
Beuker Jan Barend I,,BEUKER JAN BAREND I
BEURDELEY Jacques,,BEURDELEY JACQUES
BEURDELEY Louis Auguste Alfred,,BEURDELEY LOUIS AUGUSTE ALFRED
BEURET André Marie François,,BEURET ANDRE MARIE FRANCOIS
BEURET Auguste,,BEURET AUGUSTE
BEURON L,,BEURON L
BEUSCHER Paul,,BEUSCHER PAUL
BEUTLER Michaël,,BEUTLER MICHAEL
BEUVILLE Georges,,BEUVILLE GEORGES
BEUYS Joseph,,BEUYS JOSEPH
BEUZELIN J F,,BEUZELIN J F
BEUZON Jean Louis,,BEUZON JEAN LOUIS
BEUZON Joseph Charles,,BEUZON JOSEPH CHARLES
BEVALET,,BEVALET
BEVALET Antoine Germain,,BEVALET ANTOINE GERMAIN
BEVALET L Fils,,BEVALET L FILS
BEYER,,BEYER
BEYER A,,BEYER A
BEYER Andreas,,BEYER ANDREAS
BEYER & MANCEAU,,BEYER ET MANCEAU
BEYER Eugène,,BEYER EUGENE
BEYER Henri Paul Auguste,,BEYER HENRI PAUL AUGUSTE
BEYER Jan de,,BEYER JAN DE
Beyer N.,,BEYER N
BEYER Paul,,BEYER PAUL
BEYEREN Abraham Hendricksz Van,,BEYEREN ABRAHAM HENDRICKSZ VAN
BEYEREN Abraham Van,,BEYEREN ABRAHAM VAN
BEYLARD Louis Charles,,BEYLARD LOUIS CHARLES
BEYLE Pierre Marie,,BEYLE PIERRE MARIE
BEYSSENT,,BEYSSENT
BEZ Michel,,BEZ MICHEL
BEZARD Aristide Calixte,,BEZARD ARISTIDE CALIXTE
BEZARD Jean Louis,,BEZARD JEAN LOUIS
BEZAULT Joseph,,BEZAULT JOSEPH
BEZE Théodore de,,BEZE THEODORE DE
BEZIE Charles,,BEZIE CHARLES
BEZOMBES Roger,,BEZOMBES ROGER
BEZZI Giovanni Francesco,,BEZZI GIOVANNI FRANCESCO
BEZZUOLI Giuseppe,,BEZZUOLI GIUSEPPE
BGB,,BGB
Biafra Jello,,BIAFRA JELLO
BIAGINI Jean,,BIAGINI JEAN
BIAGIO d'Antonio,,BIAGIO D ANTONIO
BIAGIO S,,BIAGIO S
BIAIS Henri,,BIAIS HENRI
BIALA Janice,,BIALA JANICE
BIAN WENYU,,BIAN WENYU
BIANCALANA T,,BIANCALANA T
BIANCAU J,,BIANCAU J
BIANCHETTI Domenico,,BIANCHETTI DOMENICO
BIANCHI,,BIANCHI
BIANCHI Abel Maurice,,BIANCHI ABEL MAURICE
Bianchi Aimée,,BIANCHI AIMEE
BIANCHI Ange,,BIANCHI ANGE
BIANCHI Armand Jean,,BIANCHI ARMAND JEAN
BIANCHI Domenico,,BIANCHI DOMENICO
BIANCHI Ego,,BIANCHI EGO
BIANCHI Gaetano,,BIANCHI GAETANO
BIANCHI Giovanni,,BIANCHI GIOVANNI
BIANCHI Lorenzo,,BIANCHI LORENZO
BIANCHI Pietro,,BIANCHI PIETRO
BIANCHINI Charles,,BIANCHINI CHARLES
BIANCHINI-FERIER,,BIANCHINI FERIER
BIANCO Baccio,,BIANCO BACCIO
BIANCO Baccio del,,BIANCO BACCIO DEL
BIANCO Bartolommeo Del,,BIANCO BARTOLOMMEO DEL
BIANCO Gaetano,,BIANCO GAETANO
BIANCO T,,BIANCO T
BIANCONI Carlo,,BIANCONI CARLO
BIANCUCCI Paolo,,BIANCUCCI PAOLO
BIARD François,,BIARD FRANCOIS
BIARD François Auguste,,BIARD FRANCOIS AUGUSTE
BIARD Jean,,BIARD JEAN
BIARD Mr,,BIARD MR
BIARD Pierre Ier,,BIARD PIERRE IER
BIARD Pierre II,,BIARD PIERRE II
BIARD Pierre le Vieux,,BIARD PIERRE LE VIEUX
BIARDEAU Pierre,,BIARDEAU PIERRE
BIASCAMANO Aldo,,BIASCAMANO ALDO
BIASINI S M,,BIASINI S M
BIAT Luce,,BIAT LUCE
BIBESCO Elisabeth Hélène,,BIBESCO ELISABETH HELENE
Biblioteca nazionale centrale Rome,,BIBLIOTECA NAZIONALE CENTRALE ROME
BIBOUD Jacques Antoine,,BIBOUD JACQUES ANTOINE
BIBRON Jeanne,,BIBRON JEANNE
BICCI DI Lorenzo,,BICCI DI LORENZO
BICCI Neri di,,BICCI NERI DI
Bichaud Jean-Luc,,BICHAUD JEAN LUC
BICHEBOIS,,BICHEBOIS
Bichebois Ainé,,BICHEBOIS AINE
Bichebois Alphonse,,BICHEBOIS ALPHONSE
BICHEBOIS l'Aîné,,BICHEBOIS L AINE
BICHEBOIS Louis Philippe,,BICHEBOIS LOUIS PHILIPPE
BICHERON,,BICHERON
BICHET Charles,,BICHET CHARLES
BICHON J,,BICHON J
BICHUE Robert,,BICHUE ROBERT
BICK François,,BICK FRANCOIS
BICK Xavier,,BICK XAVIER
BICKERT & Fils,,BICKERT ET FILS
BICQUILLEY Angélique Antoine François,,BICQUILLEY ANGELIQUE ANTOINE FRANCOIS
BICUON Ioannis & Stephani,,BICUON IOANNIS ET STEPHANI
BIDA Alexandre,,BIDA ALEXANDRE
BIDAL E,,BIDAL E
BIDAL Mme,,BIDAL MME
BIDARD René,,BIDARD RENE
BIDAU Eugène,,BIDAU EUGENE
BIDAULD Henri,,BIDAULD HENRI
BIDAULD Jean Joseph Xavier,,BIDAULD JEAN JOSEPH XAVIER
BIDAULD Jean Pierre Xavier,,BIDAULD JEAN PIERRE XAVIER
BIDAULD Rosalie,,BIDAULD ROSALIE
BIDAUT Pierre,,BIDAUT PIERRE
BIDEAUX Gaston,,BIDEAUX GASTON
BIDOU Henry,,BIDOU HENRY
BIE Erasme de,,BIE ERASME DE
BIED CHANETON G,,BIED CHANETON G
BIEFER K,,BIEFER K
BIEMMA,,BIEMMA
BIENAEPFEL Lucien,,BIENAEPFEL LUCIEN
BIENAIMÉ,,BIENAIME
BIENAIME J,,BIENAIME J
BIENAYME,,BIENAYME
BIENCOURT C,,BIENCOURT C
BIENCOURT Marguerite de,,BIENCOURT MARGUERITE DE
BIENNAIS Martin Guillaume,,BIENNAIS MARTIN GUILLAUME
BIENNOURRY Victor,,BIENNOURRY VICTOR
BIENNOURRY Victor François Eloi,,BIENNOURRY VICTOR FRANCOIS ELOI
BIENVENU Jeanne,,BIENVENU JEANNE
BIENVETU Gustave,,BIENVETU GUSTAVE
BIEQUENOIS-APPERT,,BIEQUENOIS APPERT
BIERE J,,BIERE J
BIERGE Roland,,BIERGE ROLAND
BIERPFAF Johann Christian,,BIERPFAF JOHANN CHRISTIAN
BIERRE René,,BIERRE RENE
BIESE Karl,,BIESE KARL
Biesse Laurent,,BIESSE LAURENT
BIESSY Marie Gabriel,,BIESSY MARIE GABRIEL
BIETH Bruno,,BIETH BRUNO
BIETH Jean-Sylvain,,BIETH JEAN SYLVAIN
BIEUVILLE Horace Désiré,,BIEUVILLE HORACE DESIRE
BIFAULOT Marcel,,BIFAULOT MARCEL
Big Briar,,BIG BRIAR
BIG NAMBAS,,BIG NAMBAS
BIG-SPIELWARENFABRIK,,BIG SPIELWARENFABRIK
BIGAND Auguste,,BIGAND AUGUSTE
BIGARD Gaston,,BIGARD GASTON
BIGARE Daniel,,BIGARE DANIEL
BIGE Herminie,,BIGE HERMINIE
BIGERELLE Marie Julie,,BIGERELLE MARIE JULIE
BIGLE Monique,,BIGLE MONIQUE
BIGNARD François Augustin,,BIGNARD FRANCOIS AUGUSTIN
BIGNET édouard,,BIGNET EDOUARD
BIGNON François,,BIGNON FRANCOIS
BIGNY E,,BIGNY E
BIGO Véronique,,BIGO VERONIQUE
BIGONET Charles,,BIGONET CHARLES
BIGOT Alexandre,,BIGOT ALEXANDRE
BIGOT Georges Ferdinand,,BIGOT GEORGES FERDINAND
BIGOT Guy,,BIGOT GUY
BIGOT Léon François,,BIGOT LEON FRANCOIS
BIGOT Raymond,,BIGOT RAYMOND
BIGOT S,,BIGOT S
BIGOT Trophime,,BIGOT TROPHIME
BIGOURAT Claude,,BIGOURAT CLAUDE
BIGOURAT Claude Guillaume,,BIGOURAT CLAUDE GUILLAUME
BIHN Henri,,BIHN HENRI
BIJLERT Jan Hermansz Van,,BIJLERT JAN HERMANSZ VAN
BIJON A,,BIJON A
BILBAO Y MARTINEZ Gonzalo,,BILBAO Y MARTINEZ GONZALO
BILCOQ Marc Antoine,,BILCOQ MARC ANTOINE
BILCOQ Marie Marc-Antoine,,BILCOQ MARIE MARC ANTOINE
BILDE Andalie,,BILDE ANDALIE
BILDECOMBES Walter,,BILDECOMBES WALTER
BILDERS Albert Gérard,,BILDERS ALBERT GERARD
BILFELDT Jean Joseph,,BILFELDT JEAN JOSEPH
BILHAUT Georges Henri,,BILHAUT GEORGES HENRI
BILIS Aaron,,BILIS AARON
BILIVERT Giovanni,,BILIVERT GIOVANNI
BILIVERTI Giovanni,,BILIVERTI GIOVANNI
BILL Jakob,,BILL JAKOB
BILL Louis Lina,,BILL LOUIS LINA
BILL Max,,BILL MAX
BILLAINE Louis,,BILLAINE LOUIS
BILLAINE Pierre,,BILLAINE PIERRE
BILLARDELLE Albert,,BILLARDELLE ALBERT
BILLAUD,,BILLAUD
Billaud Victor,,BILLAUD VICTOR
BILLE,,BILLE
BILLEBAULT DU CHAFFAULT Gabriel,,BILLEBAULT DU CHAFFAULT GABRIEL
BILLEBAULT DU CHAFFAULT Georges,,BILLEBAULT DU CHAFFAULT GEORGES
BILLEBAULT DU CHAFFAULT Mme,,BILLEBAULT DU CHAFFAULT MME
BILLECOCQ Jean,,BILLECOCQ JEAN
BILLECOQ Jean,,BILLECOQ JEAN
BILLET Etienne,,BILLET ETIENNE
BILLET Pierre,,BILLET PIERRE
BILLIET,,BILLIET
BILLOIN Charles,,BILLOIN CHARLES
BILLON Caroline,,BILLON CAROLINE
BILLOT Achille,,BILLOT ACHILLE
BILLOTEY Louis,,BILLOTEY LOUIS
BILLOTEY Louis Léon Eugène,,BILLOTEY LOUIS LEON EUGENE
BILLOTTE Léon Joseph,,BILLOTTE LEON JOSEPH
BILLOTTE René,,BILLOTTE RENE
BILLOTTET Fernand,,BILLOTTET FERNAND
BILLY,,BILLY
BILLY H,,BILLY H
BILLY Lucien,BILLY Lucien,BILLY LUCIEN
BILLY Nicola,,BILLY NICOLA
BILLY Vincent,,BILLY VINCENT
BILOUL Louis François,,BILOUL LOUIS FRANCOIS
Bils Claude,,BILS CLAUDE
BILTIUS Jacob,,BILTIUS JACOB
BILY-BROSSARD J,,BILY BROSSARD J
BIMAR Pierre Charles Henri,,BIMAR PIERRE CHARLES HENRI
BIN Emile,,BIN EMILE
BIN Émile Jean-Baptiste,,BIN EMILE JEAN BAPTISTE
BIN Jean-Baptiste Philippe Emile,,BIN JEAN BAPTISTE PHILIPPE EMILE
BINAEPFEL Julien,,BINAEPFEL JULIEN
BINAEPFEL Lucien,,BINAEPFEL LUCIEN
BINCK Jakob,,BINCK JAKOB
BINDSCHEDLER R.,,BINDSCHEDLER R
BINET,,BINET
BINET Adolphe,,BINET ADOLPHE
BINET Adolphe Gustave,,BINET ADOLPHE GUSTAVE
BINET Fernand,,BINET FERNAND
BINET Georges Jules Ernest,,BINET GEORGES JULES ERNEST
BINET Louis,,BINET LOUIS
BINET Moïne,,BINET MOINE
Binet R.,,BINET R
BINET René,,BINET RENE
BINET Victor,,BINET VICTOR
BINET Victor Jean,,BINET VICTOR JEAN
BINET Victor Jean-Baptiste Barthélémy,,BINET VICTOR JEAN BAPTISTE BARTHELEMY
BINETEAU P,,BINETEAU P
BING,,BING
BING et GRONDHAL,,BING ET GRONDHAL
BING Juliette,,BING JULIETTE
BING Siegfried,,BING SIEGFRIED
BING ZHEN,,BING ZHEN
BINGEN,,BINGEN
BINGEN A,,BINGEN A
BINGEN ET COSTENOBLE,,BINGEN ET COSTENOBLE
BINGEN Pierre,,BINGEN PIERRE
BINGHAM,,BINGHAM
Bingham - E.Lecadre et Cie,,BINGHAM E LECADRE ET CIE
BINGHAM Robert,,BINGHAM ROBERT
BINGHAM Robert Jefferson,,BINGHAM ROBERT JEFFERSON
Bini,,BINI
BINOIS DE LEPINE,,BINOIS DE LEPINE
BINQUET Albert,,BINQUET ALBERT
BION ELLI A,,BION ELLI A
BION Nicolas,,BION NICOLAS
BIOS,,BIOS
BIOT Michel,,BIOT MICHEL
BIOULES Vincent,,BIOULES VINCENT
BIRAT Amélie,,BIRAT AMELIE
BIRCH Marianne Elisa,,BIRCH MARIANNE ELISA
BIRCH William Russel,,BIRCH WILLIAM RUSSEL
BIRD Edward,,BIRD EDWARD
BIRKEMEYER Hans,,BIRKEMEYER HANS
BIRLEY Oswald,,BIRLEY OSWALD
BIRMINGHAM SMALL ARMS COMPANY,,BIRMINGHAM SMALL ARMS COMPANY
BIRO Ede Karoly,,BIRO EDE KAROLY
BIROCHE,,BIROCHE
BIROTHEAU Ferdinand,,BIROTHEAU FERDINAND
BIROUSTE Jean-Antoine,,BIROUSTE JEAN ANTOINE
BIRTCHANSKY Raphaël,,BIRTCHANSKY RAPHAEL
BIS Charles Joseph,,BIS CHARLES JOSEPH
BIS Hippolyte Joseph,,BIS HIPPOLYTE JOSEPH
BISANY,,BISANY
BISBING Henry Singlewood,,BISBING HENRY SINGLEWOOD
BISCAINO Bartolomeo,,BISCAINO BARTOLOMEO
BISCEGLIA,,BISCEGLIA
BISCEGLIA frères,,BISCEGLIA FRERES
BISCEGLIA Mario,,BISCEGLIA MARIO
BISCEGNA,,BISCEGNA
BISCHOFF & Fils,,BISCHOFF ET FILS
Bischoff Johann Gottlieb Karl,,BISCHOFF JOHANN GOTTLIEB KARL
Biscuit Duboucher & Co,,BISCUIT DUBOUCHER ET CO
BISET Charles Emmanuel,,BISET CHARLES EMMANUEL
BISETSKY Antoine,,BISETSKY ANTOINE
BISHOP A-M,,BISHOP A M
BISHOP James,,BISHOP JAMES
BISHOP Michael,,BISHOP MICHAEL
BISI Michel,,BISI MICHEL
BISIAUX Pierre,,BISIAUX PIERRE
BISMUTH Pierre,,BISMUTH PIERRE
BISON Giuseppe Bernardino,,BISON GIUSEPPE BERNARDINO
BISSCHOP Cornelis,,BISSCHOP CORNELIS
BISSCHOP Jan de,,BISSCHOP JAN DE
BISSIERE Marc Antoine,,BISSIERE MARC ANTOINE
Bissière Mousse,,BISSIERE MOUSSE
BISSIERE Roger,,BISSIERE ROGER
BISSING Moritz Ferdinand von,,BISSING MORITZ FERDINAND VON
BISSOLO Francesco,,BISSOLO FRANCESCO
BISSON,,BISSON
BISSON A,,BISSON A
BISSON Aîné,,BISSON AINE
BISSON Albert,,BISSON ALBERT
BISSON Auguste Rosalie,,BISSON AUGUSTE ROSALIE
BISSON Edouard,,BISSON EDOUARD
BISSON Frères,,BISSON FRERES
BISSON-JACQUET,,BISSON JACQUET
BISSON Joseph,,BISSON JOSEPH
BISSON Louis Auguste,,BISSON LOUIS AUGUSTE
BISSON Maurice,,BISSON MAURICE
BISSONNETTE Larry,,BISSONNETTE LARRY
BISSOT Ferdinand,,BISSOT FERDINAND
BISTAAGNE P,,BISTAAGNE P
BITOUZE DAUXMESNIL,,BITOUZE DAUXMESNIL
BITRAN Albert,,BITRAN ALBERT
BITTE Charles Emile,,BITTE CHARLES EMILE
BITTER,,BITTER
BITTER ARY,,BITTER ARY
BITTER Ary Jean Léon,,BITTER ARY JEAN LEON
BITURIGES CUBES,,BITURIGES CUBES
BIVA Henri,,BIVA HENRI
BIVA Paul,,BIVA PAUL
BIVEL Fernand,,BIVEL FERNAND
BIZAGUT-KNAUER Andrée,,BIZAGUT KNAUER ANDREE
BIZARD F.,,BIZARD F
BIZARD Ferdinand,,BIZARD FERDINAND
BIZARD Irène,,BIZARD IRENE
BIZARD Philippe Alexandre Ferdinand,,BIZARD PHILIPPE ALEXANDRE FERDINAND
BIZELLI Giovanni,,BIZELLI GIOVANNI
BIZER Emil,,BIZER EMIL
BIZETTE-LINDET André,,BIZETTE LINDET ANDRE
BIZEUL Christian,,BIZEUL CHRISTIAN
Bizey Charles Joseph,,BIZEY CHARLES JOSEPH
BIZOT E,,BIZOT E
BIZOUARD A,,BIZOUARD A
BJEP,,BJEP
BLACHE Charles,BLACHE Charles,BLACHE CHARLES
BLACHE Charles Philippe,,BLACHE CHARLES PHILIPPE
BLACHON Barthélémy,,BLACHON BARTHELEMY
BLACHON Roger,,BLACHON ROGER
Black François,,BLACK FRANCOIS
BLAEU Corneille,,BLAEU CORNEILLE
BLAEU Guiljel,,BLAEU GUILJEL
BLAEU Jean,,BLAEU JEAN
BLAEU Willem Jansz,,BLAEU WILLEM JANSZ
BLAEU Willem Janszoon,,BLAEU WILLEM JANSZOON
BLAFORD & Cie,,BLAFORD ET CIE
BLAHAUT Josef,,BLAHAUT JOSEF
BLAIN de FONTENAY Jean-Baptiste,BLAIN de FONTENAY Jean-Baptiste,BLAIN DE FONTENAY JEAN BAPTISTE
BLAIN DE FONTENAY Jean-Baptiste le Fils,BLAIN DE FONTENAY Jean-Baptiste le Fils,BLAIN DE FONTENAY JEAN BAPTISTE LE FILS
BLAIN DE FONTENAY Jean-Baptiste Le Père,BLAIN DE FONTENAY Jean-Baptiste Le Père,BLAIN DE FONTENAY JEAN BAPTISTE LE PERE
BLAIN Mr,,BLAIN MR
BLAIR-BRUCE William,,BLAIR BRUCE WILLIAM
Blairsy Achille,,BLAIRSY ACHILLE
BLAIS,,BLAIS
BLAIS B,,BLAIS B
BLAIS Jean Charles,,BLAIS JEAN CHARLES
BLAISE,,BLAISE
BLAISE Aimé Gustave,,BLAISE AIME GUSTAVE
Blaise Alain,,BLAISE ALAIN
BLAISE Barthélemy,,BLAISE BARTHELEMY
BLAISE Ch,,BLAISE CH
BLAISE Frères,,BLAISE FRERES
BLAISE Gabriel,,BLAISE GABRIEL
BLAISE Maurice,,BLAISE MAURICE
BLAISOT,,BLAISOT
BLAISOT ÉD.,,BLAISOT ED
BLAIZE Candide,,BLAIZE CANDIDE
BLAIZOT,,BLAIZOT
BLAIZOT Pierre,,BLAIZOT PIERRE
BLAKE William,,BLAKE WILLIAM
BLANC,,BLANC
BLANC Albert,,BLANC ALBERT
BLANC Alphonse,,BLANC ALPHONSE
BLANC Armand,,BLANC ARMAND
BLANC Auguste,,BLANC AUGUSTE
BLANC B,,BLANC B
BLANC Benoît,,BLANC BENOIT
BLANC Bénoni,BLANC Bénoni,BLANC BENONI
BLANC C,,BLANC C
BLANC Célestin Joseph,,BLANC CELESTIN JOSEPH
BLANC Charles,,BLANC CHARLES
BLANC DE LABARTHE André François,,BLANC DE LABARTHE ANDRE FRANCOIS
BLANC DE LABARTHE Numa Prosper,,BLANC DE LABARTHE NUMA PROSPER
BLANC & DEMILLY,,BLANC ET DEMILLY
BLANC F,,BLANC F
BLANC-FONTAINE Henri,,BLANC FONTAINE HENRI
BLANC G & BRANE A,,BLANC G ET BRANE A
BLANC-GARIN Ernest,,BLANC GARIN ERNEST
BLANC Jean-Charles,,BLANC JEAN CHARLES
BLANC Joseph,,BLANC JOSEPH
BLANC Joseph Paul,,BLANC JOSEPH PAUL
BLANC Louis,,BLANC LOUIS
BLANC Maurice,,BLANC MAURICE
BLANC Numa Fils,,BLANC NUMA FILS
BLANC René,,BLANC RENE
BLANC Robert,,BLANC ROBERT
BLANC-SUBES Françoise,,BLANC SUBES FRANCOISE
BLANCARDI A,,BLANCARDI A
BLANCFONTAINE Henri Emmanuel,,BLANCFONTAINE HENRI EMMANUEL
BLANCHARD,,BLANCHARD
BLANCHARD Aîné,,BLANCHARD AINE
BLANCHARD Alexandre,,BLANCHARD ALEXANDRE
BLANCHARD Auguste I,,BLANCHARD AUGUSTE I
BLANCHARD Auguste Jean Baptiste Marie, II,BLANCHARD AUGUSTE JEAN BAPTISTE MARIE
BLANCHARD Charles Octave,,BLANCHARD CHARLES OCTAVE
BLANCHARD Edouard Théophile,,BLANCHARD EDOUARD THEOPHILE
BLANCHARD Ethel,,BLANCHARD ETHEL
BLANCHARD Fils,,BLANCHARD FILS
BLANCHARD Gabriel,,BLANCHARD GABRIEL
BLANCHARD Henri Pierre Léon Pharamond,,BLANCHARD HENRI PIERRE LEON PHARAMOND
BLANCHARD Jacques,,BLANCHARD JACQUES
BLANCHARD Jean,,BLANCHARD JEAN
BLANCHARD Jean-Baptiste,,BLANCHARD JEAN BAPTISTE
BLANCHARD Jules,,BLANCHARD JULES
BLANCHARD Maria,BLANCHARD Maria,BLANCHARD MARIA
Blanchard Paul,,BLANCHARD PAUL
BLANCHARD Pharamond,BLANCHARD Pharamond,BLANCHARD PHARAMOND
BLANCHARD Rémi,,BLANCHARD REMI
BLANCHARD Théophile,,BLANCHARD THEOPHILE
BLANCHARD Théophile Clément,,BLANCHARD THEOPHILE CLEMENT
BLANCHART,,BLANCHART
BLANCHE,,BLANCHE
BLANCHE Emmanuel,,BLANCHE EMMANUEL
BLANCHE Jacques-Émile,,BLANCHE JACQUES EMILE
Blancheron Etienne Jean Louis,,BLANCHERON ETIENNE JEAN LOUIS
BLANCHET,,BLANCHET
BLANCHET Charles,,BLANCHET CHARLES
Blanchet Fils,,BLANCHET FILS
BLANCHET François Etienne,,BLANCHET FRANCOIS ETIENNE
Blanchet François Etienne I,,BLANCHET FRANCOIS ETIENNE I
BLANCHET Gabriel,,BLANCHET GABRIEL
BLANCHET Louis Édouard Marie,,BLANCHET LOUIS EDOUARD MARIE
BLANCHET Louis Gabriel,,BLANCHET LOUIS GABRIEL
Blanchet-Magon,Blanchet-Magon,BLANCHET MAGON
BLANCHET-MAGON Louis,,BLANCHET MAGON LOUIS
